Sud-Kivu,07/06/2026,"A total of 7 alerts were raised, all 7 were investigated (100.0%). Validated cases included 1 living and 0 deceased, for a total of 2 suspected cases. Contacts under follow-up numbered 226, with 224 seen, for a follow-up rate of 99.1%."
Ituri,07/06/2026,"A total of 153 alerts were raised, of which 116 were investigated (75.8%). Validated cases included 24 living and 9 deceased, for a total of 33 suspected cases. Contacts under follow-up numbered 4,454, with 2,678 seen, for a follow-up rate of 60.1%."
Ituri,08-06-2026,"A total of 140 alerts were raised, with 111 investigated (investigation rate: 79.3%). Validated alerts included 58 living and 18 deceased, for a total of 76 suspected cases of the day. Contacts under follow-up numbered 4,752, with 2,487 seen, for a follow-up rate of 52.3%."
North-Kivu,08-06-2026,"A total of 265 alerts were raised, all 265 were investigated (investigation rate: 100.0%). Validated alerts included 33 living and 2 deceased, for a total of 56 suspected cases of the day. Contacts under follow-up numbered 703, with 533 seen, for a follow-up rate of 75.8%."
South-Kivu,08-06-2026,"A total of 25 alerts were raised, all 25 were investigated (investigation rate: 100.0%). Validated alerts included 3 living and 0 deceased, for a total of 6 suspected cases of the day. Contacts under follow-up numbered 226, with 181 seen, for a follow-up rate of 80.1%."
Ituri,09-06-2026,"A total of 78 alerts were raised, of which 57 were investigated (73.1%). Validated alerts included 38 alive and 11 deceased, for a total of 49 suspected cases. For contact tracing, 4,955 contacts were followed, with 2,860 seen (57.7%)."
North-Kivu,09-06-2026,"A total of 526 alerts were raised, of which 505 were investigated (96.0%). Validated alerts included 50 alive and 1 deceased, for a total of 69 suspected cases. For contact tracing, 841 contacts were followed, with 597 seen (71.0%)."
South-Kivu,09-06-2026,"A total of 12 alerts were raised, all 12 were investigated (100%). Validated alerts included 18 alive, for a total of 1 suspected case. For contact tracing, 226 contacts were followed, with 222 seen (98.2%)."
Ituri,11-06-2026,"143 alerts, 101 investigated (70.6%). 33 alive validated, 12 deceased. 45 suspected cases. Contacts: 4,782 followed, 830 seen (17.4%)."
North-Kivu,11-06-2026,"266 alerts, 266 investigated (100%). 61 alive validated, 20 deceased. 113 suspected cases. Contacts: 1,037 followed, 700 seen (67.5%)."
South-Kivu,11-06-2026,"10 alerts, 10 investigated (100%). 6 alive validated. 10 suspected cases. Contacts: 224 followed, 185 seen (82.6%)."
Ituri,15-06-2026,"276 alerts, 188 investigated (68.1%). 131 alive validated, 45 deceased. 176 suspected cases. Contacts: 5,208 followed, 3,397 seen (65.2%). 466 new contacts listed: Rwampara (435), Nyankunde (21), Tchomia (10)."
North-Kivu,15-06-2026,"483 alerts, 483 investigated (100%). 136 alive validated, 51 deceased. 52 suspected cases. Contacts: 1,187 followed, 700 seen (59.0%)."
South-Kivu,15-06-2026,"7 alerts, 7 investigated (100%). 7 alive validated. 7 suspected cases. Contacts: 80 followed, 74 seen (92.5%)."
Ituri,16-06-2026,"391 alerts, 129 investigated (33.0%). 93 alive validated, 31 deceased. 124 suspected cases. Contacts: 5,309 followed, 3,856 seen (72.6%). 371 new contacts listed: Rwampara (100), Bunia (86), Mongbwalu (81), Nyankunde (54), Aungba (34), Lita (14), Mambasa (2)."
North-Kivu,16-06-2026,"332 alerts, 332 investigated (100%). 44 alive validated, 11 deceased. 59 suspected cases. Contacts: 1,467 followed, 974 seen (66.4%)."
South-Kivu,16-06-2026,"14 alerts, 14 investigated (100%). 9 alive validated. 9 suspected cases. Contacts: 80 followed, 80 seen (100.0%)."
Ituri,18-06-2026,"436 alerts, 159 investigated (36.5%). 119 alive validated, 30 deceased. 149 suspected cases. Contacts: 5,155 followed, 3,961 seen (76.8%). 338 new contacts listed: Bunia (117), Rwampara (102), Mongbwalu (93), Lita (15), Bambu (11)."
North-Kivu,18-06-2026,"681 alerts, 681 investigated (100%). 55 alive validated, 24 deceased. 79 suspected cases. Contacts: 1,821 followed, 1,047 seen (57.5%)."
South-Kivu,18-06-2026,"22 alerts, 22 investigated (100%). 10 alive validated. 10 suspected cases. Contacts: 118 followed, 118 seen (100.0%)."
Ituri,19-06-2026,"233 alerts, 233 investigated (100%). 75 alive validated, 21 deceased. 96 suspected cases. Contacts: 4,688 followed, 3,649 seen (77.8%). 333 new contacts listed: Rwampara (155), Bunia (54), Nyankunde (39), Mongbwalu (29), Lita (20), Aungba (15), Tchomia (13), Nizi (4), Mambasa (4)."
North-Kivu,19-06-2026,"500 alerts, 500 investigated (100%). 40 alive validated, 26 deceased. 66 suspected cases. Contacts: 1,698 followed, 778 seen (45.8%)."
Ituri,22-06-2026,"175 alerts, 175 investigated (100%). 47 alive validated, 14 deceased. 61 suspected cases. Contacts: 6,244 followed, 4,540 seen (72.7%). 411 new contacts listed in 7 HZs. 47/55 PoC activated (85.5%). 82,504 travelers. Screening: 98.0%. Handwashing: 96.1%. Sensitization: 99.1%. 2 alerts notified (FONER Mambasa, Rubingu Boga), validated but suspects refused isolation for sampling."
North-Kivu,22-06-2026,"703 alerts, 702 investigated (99.9%). 40 alive validated, 30 deceased. 70 suspected cases. Contacts: 1,938 followed, 1,387 seen (71.6%). 108 new contacts listed in 5 HZs. 12/13 PoE reinforced (92.3%). 48,419 travelers. Screening: 97.1%. Handwashing: 97.1%. Sensitization: 97.1%. 4 alerts notified (2 Makeke/Mabalako, 1 Mukulya, 1 Mavivi airport/Beni), all invalidated."
South-Kivu,22-06-2026,"13 alerts, 0 investigated (0%). 0 alive validated, 0 deceased. 0 suspected cases. Contacts: 96 followed, 96 seen (100.0%)."
